"advertising industry.","97","industry","Advertising","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Advertising> } UNION { ?uri <http://dbpedia.org/ontology/industry> ?industry FILTER regex(?industry, ""advertising"", ""i"") } }","Give me all companies in the advertising industry.","","",""
"advertising industry.","97","industry","Company","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Advertising> } UNION { ?uri <http://dbpedia.org/ontology/industry> ?industry FILTER regex(?industry, ""advertising"", ""i"") } }","Give me all companies in the advertising industry.","","",""
"advertising industry.","97","-","-","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Advertising> } UNION { ?uri <http://dbpedia.org/ontology/industry> ?industry FILTER regex(?industry, ""advertising"", ""i"") } }","Give me all companies in the advertising industry.","","",""
"air china","8","targetAirport","Air_China","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Air_China targetAirport ?uri }","Which airports does Air China serve?","","",""
"air china","8","targetAirport","Air_China","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Air_China targetAirport ?uri }","Which airports does Air China serve?","","",""
"airlines are","58","-","Airline","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Airline> }","How many airlines are there?","","",""
"airlines are","116","alliance","Airline","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Airline> { ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> } UNION { ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> } }","What airlines are part of the SkyTeam alliance?","","",""
"airlines are","127","alliance","Airline","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Airline> & <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/Star_Alliance> }","How many airlines are members of the Star Alliance?","","",
"airlines are","127","alliance","Star_Alliance","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Airline> $ <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/Star_Alliance> }","How many airlines are members of the Star Alliance?","","",""
"airlines are","116","alliance","SkyTeam","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Airline> { ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> } UNION { ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> } }","What airlines are part of the SkyTeam alliance?","","",""
"airlines serve?","196","targetAirport","Yeti_Airlines","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Yeti_Airlines targetAirport ?uri }","Which airports does Yeti Airlines serve?","","",""
"airlines serve?","196","targetAirport","Yeti_Airlines","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Yeti_Airlines targetAirport ?uri }","Which airports does Yeti Airlines serve?","","",""
"airport ?","216","elevation","D??sseldorf_Airport","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?ele WHERE { dbr:D??sseldorf_Airport elevation ?ele } LIMIT 1","how much is the elevation of D??sseldorf Airport ?","","",""
"airport ?","elevation","  ","D??sseldorf_Airport","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?ele WHERE { dbr:D??sseldorf_Airport elevation ?ele } LIMIT 1","how much is the elevation of D??sseldorf Airport ?","","",""
"airports does","8","targetAirport","Air_China","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Air_China targetAirport ?uri }","Which airports does Air China serve?","","",""
"airports does","196","targetAirport","Yeti_Airlines","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Yeti_Airlines targetAirport ?uri }","Which airports does Yeti Airlines serve?","","",""
"airports does","8","targetAirport","Air_China","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Air_China targetAirport ?uri }","Which airports does Air China serve?","","",""
"airports does","196","targetAirport","Yeti_Airlines","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Yeti_Airlines targetAirport ?uri }","Which airports does Yeti Airlines serve?","","",""
"album of","299","writer","The_Wall","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?writers WHERE { dbr:The_Wall dbp:writer ?writers }","Who are the writers of the Wall album of Pink Floyd?","","",""
"album of","299","writer","The_Wall","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?writers WHERE { dbr:The_Wall dbp:writer ?writers }","Who are the writers of the Wall album of Pink Floyd?","","",""
"albums contain","88","label","Album","SELECT DISTINCT ?uri WHERE { ?single <http://dbpedia.org/ontology/album> ?uri ; <http://www.w3.org/2000/01/rdf-schema#label> ""Last Christmas""@en }","Which music albums contain the song Last Christmas?","","",""
"albums contain","88","label","Last Christmas@en","SELECT DISTINCT ?uri WHERE { ?single <http://dbpedia.org/ontology/album> ?uri ; <http://www.w3.org/2000/01/rdf-schema#label> ""Last Christmas""@en }","Which music albums contain the song Last Christmas?","","",""
"aldi stores","250","numberOfLocations","Aldi","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?number WHERE { Aldi numberOfLocations ?number }","How many Aldi stores are there?","","",""
"aldi stores","250","numberOfLocations","Aldi","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?number WHERE { Aldi numberOfLocations ?number }","How many Aldi stores are there?","","",""
"amazon eve?","392","height","Amazon_Eve","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { Amazon_Eve height ?height }","How tall is Amazon Eve?","","",""
"amazon eve?","392","height","Amazon_Eve","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { Amazon_Eve height ?height }","How tall is Amazon Eve?","","",""
"america has","22","-","-","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1","Which state of the United States of America has the highest density?","","",""
"america has","22","-","-","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1","Which state of the United States of America has the highest density?","","",""
"amount of","111","employees","New_York_City_Fire_Department","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/New_York_City_Fire_Department> <http://dbpedia.org/property/employees> ?num }","What is the total amount of men and women serving in the FDNY?","","",""
"angela merkel","248","almaMater","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { Angela_Merkel almaMater ?university }","Which university did Angela Merkel attend?","","",""
"angels founded?","92","founded","Hells_Angels","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Hells_Angels> <http://dbpedia.org/property/founded> ?date }","When were the Hells Angels founded?","","",""
"angels founded?","92","founded","Hells_Angels","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Hells_Angels> <http://dbpedia.org/property/founded> ?date }","When were the Hells Angels founded?","","",""
"apollo 14","20","mission","Apollo_14","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri mission Apollo_14 }","Give me the Apollo 14 astronauts.","","",""
"apollo 14","61","mission","Apollo_14","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/mission> <http://dbpedia.org/resource/Apollo_14> }","Give me all Apollo 14 astronauts.","","",""
"apollo 14","20","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri mission Apollo_14 }","Give me the Apollo 14 astronauts.","","",""
"apollo 14","61","-","-","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/mission> <http://dbpedia.org/resource/Apollo_14> }","Give me all Apollo 14 astronauts.","","",""
"arabia participate?","369","battle","T._E._Lawrence","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { T._E._Lawrence battle ?uri }","In which military conflicts did Lawrence of Arabia participate?","","",""
"architect of","67","architect","Eiffel_Tower","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eiffel_Tower> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/property/almaMater> ?uri }","Where did the architect of the Eiffel Tower study?","","",""
"architect of","67","architect","Eiffel_Tower","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eiffel_Tower> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/property/almaMater> ?uri }","Where did the architect of the Eiffel Tower study?","","",""
"area 51","4","location","Area_51","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { Area_51 location ?uri . ?uri country United_States. }","In which U.S. state is Area 51 located?","","",""
"area 51","4","country","United_States","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { Area_51 location ?uri . ?uri country United_States. }","In which U.S. state is Area 51 located?","","",""
"area 51","4","country","United_States","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { Area_51 location ?uri . ?uri country United_States. }","In which U.S. state is Area 51 located?","","",""
"area in","98","largestmetro","Washington_(state)","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?","","",""
"area in","98","largestmetro","Washington_(state)","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?","","",""
"area of","278","areaTotal","North_Rhine-Westphalia","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"area of","278","areaTotal","North_Rhine-Westphalia","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"area of","209","areaTotal","United_Kingdom","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?area WHERE { dbr:United_Kingdom areaTotal ?area }","How large is the area of UK?","","",""
"area of","278","areaTotal","North_Rhine-Westphalia","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?","","",""
"areatotal ?area","154","skos:broader","Cities_in_Germany","PREFIX  <http://dbpedia.org/ontology/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbc: <http://dbpedia.org/resource/Category:> PREFIX dct: <http://purl.org/dc/terms/> SELECT ?city WHERE { ?m skos:broader dbc:Cities_in_Germany . ?city dct:subject ?m "," areaTotal ?area } ORDER BY ?area LIMIT 1","What is the smallest city by area in Germany?","",""
"areatotal ?area","154","skos:broader","Cities_in_Germany","PREFIX  <http://dbpedia.org/ontology/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbc: <http://dbpedia.org/resource/Category:> PREFIX dct: <http://purl.org/dc/terms/> SELECT ?city WHERE { ?m skos:broader dbc:Cities_in_Germany . ?city dct:subject ?m "," areaTotal ?area } ORDER BY ?area LIMIT 1","What is the smallest city by area in Germany?","",""
"artist <http://dbpedia.org/resource/queen_(band)>","409","type","Album","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Album "," artist <http://dbpedia.org/resource/Queen_(band)> "," releaseDate ?d } ORDER BY ASC(?d) OFFSET 0 LIMIT 1","What was the first Queen album?",""
"artist <http://dbpedia.org/resource/queen_(band)>","409","artist","Queen_(band)","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Album "," artist <http://dbpedia.org/resource/Queen_(band)> "," releaseDate ?d } ORDER BY ASC(?d) OFFSET 0 LIMIT 1","What was the first Queen album?",""
"artist elvis_presley","130","type","Album","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?x rdf:type Album "," artist Elvis_Presley "," releaseDate ?y "," recordLabel ?uri } ORDER BY ASC(?y) OFFSET 0 LIMIT 1","For which label did Elvis record his first album?"
"asc(?n) offset","156","mass","Jupiter","SELECT DISTINCT ?n WHERE { ?uri <http://dbpedia.org/property/satelliteOf> <http://dbpedia.org/resource/Jupiter> "," <http://dbpedia.org/ontology/mass> ?n } ORDER BY ASC(?n) OFFSET 0 LIMIT 1","How heavy is Jupiter's lightest moon?","",""
"asc(?pop) offset","332","type","City","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type City "," populationTotal ?pop } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1","Which city has the least inhabitants?","",""
"asc(?rank) limit","16","rdf:type","WikicatStatesOfTheUnitedStates"," SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates "," dbp:densityrank ?rank } ORDER BY ASC(?rank) LIMIT 1 "," Which state of the USA has the highest population density?","",""
"asc(?rank) limit","16","rdf:type","WikicatStatesOfTheUnitedStates","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates "," dbp:densityrank ?rank } ORDER BY ASC(?rank) LIMIT 1","Which state of the USA has the highest population density?","",""
"asimov's foundation","347","-","-","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series Foundation_series }","Show me all books in Asimov's Foundation series.","","",""
"asimov's foundation","347","series","Foundation_series","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri series Foundation_series }","Show me all books in Asimov's Foundation series.","","",""
"atlanta falcons?","31","height","Atlanta_Falcons","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> $ <http://dbpedia.org/ontology/height> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1","Who is the tallest player of the Atlanta Falcons?","","",""
"author muhammad_ali","383","type","Book","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Book "," author Muhammad_Ali }","Show me the book that Muhammad Ali wrote.","",""
"author of","238","author","The_Interpretation_of_Dreams","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Author WHERE { dbr:The_Interpretation_of_Dreams author ?Author }","Who is the author of the interpretation of dreams?","","",""
"author of","238","author""","The_Interpretation_of_Dreams","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?Author WHERE { dbr:The_Interpretation_of_Dreams author ?Author }","Who is the author of the interpretation of dreams?","","",""
"author william_goldman","371","type","Book","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Book "," author William_Goldman "," numberOfPages ?x FILTER ( ?x > 300 ) }","Give me all books by William Goldman with more than 300 pages.",""
"autobiography }","391","literaryGenre","Autobiography","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri author Ernest_Hemingway "," literaryGenre Autobiography }","Show me Hemingway's autobiography.","",""
"baikal bigger","346","areaTotal","Lake_Baikal","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Lake_Baikal areaTotal ?a1 . Great_Bear_Lake areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?","","",""
"baikal bigger","346","areaTotal","Great_Bear_Lake","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Lake_Baikal areaTotal ?a1 . Great_Bear_Lake areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?","","",""
"baikal bigger","346","areaTotal","Great_Bear_Lake","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Lake_Baikal areaTotal ?a1 . Great_Bear_Lake areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?","","",""
"baikal bigger","346","areaTotal","Great_Bear_Lake","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Lake_Baikal areaTotal ?a1 . Great_Bear_Lake areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?","","",""
"bale starring","131","starring","Batman_Begins","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Batman_Begins starring Christian_Bale }","Is Christian Bale starring in Batman Begins?","","",""
"bale starring","314","  ","[Velvet_Goldmine]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Velvet_Goldmine starring Christian_Bale }","Is Christian Bale starring in Velvet Goldmine?","","",""
"bale starring","314","starring","Velvet_Goldmine","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Velvet_Goldmine starring Christian_Bale }","Is Christian Bale starring in Velvet Goldmine?","","",""
"band queens","410","alias","Queens_of_the_Stone_Age","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?name WHERE { Queens_of_the_Stone_Age alias ?name }","What was the first name of the band Queens of the Stone Age?","","",""
"band queens","410","alias","Queen_(band)","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?name WHERE { Queens_of_the_Stone_Age alias ?name }","What was the first name of the band Queens of the Stone Age?","","",""
"band queens","410","alias","Queens_of_the_Stone_Age","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?name WHERE { Queens_of_the_Stone_Age alias ?name }","What was the first name of the band Queens of the Stone Age?","","",""
"bandleaders that","164","instrument","Trumpet","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Bandleader> $ <http://dbpedia.org/ontology/instrument> <http://dbpedia.org/resource/Trumpet> }","Give me a list of all bandleaders that play trumpet.","","",""
"barack obama","274","party","Democratic_Party_(United_States)","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Barack_Obama party <http://dbpedia.org/resource/Democratic_Party_(United_States)> }","Is Barack Obama a democrat?","","",""
"basketball players","34","height","BasketballPlayer","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> $ <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }","Show me all basketball players that are higher than 2 meters.","","",""
"basketball players?","53","birthDate","BasketballPlayer","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/birthDate> ?date ; <http://dbpedia.org/property/highlights> ?h FILTER regex(?h, ""MVP"") } ORDER BY DESC(?date) OFFSET 0 LIMIT 4","Who are the four youngest MVP basketball players?","","",""
"basketball players?","53","birthDate","BasketballPlayer","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/birthDate> ?date ; <http://dbpedia.org/property/highlights> ?h FILTER regex(?h, ""MVP"") } ORDER BY DESC(?date) OFFSET 0 LIMIT 4","Who are the four youngest MVP basketball players?","","",""
