class,ruletype,linguistic pattern,patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string,order of arguments
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,a book,twogram,,http://dbpedia.org/property/pubDate,,1,0.024162120031177,31,1283,31,0.024162120031177,0.023592085235921,0.155441693348911,0.975837879968823,0.512081060015589,1,"{ dbo:Book in c_e and 'a book' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,and published,twogram,,http://dbpedia.org/property/pubDate,,1,0.014809041309431,19,1283,19,0.014809041309431,0.014592933947773,0.12169240448537,0.985190958690569,0.507404520654716,1,"{ dbo:Book in c_e and 'and published' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,on November,twogram,,http://dbpedia.org/property/pubDate,,1,0.007014809041309,9,1283,9,0.007014809041309,0.006965944272446,0.083754456844454,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and 'on November' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l, first,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and ' first' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,was originally,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'was originally' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,on January,twogram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'on January' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,first published,twogram,,http://dbpedia.org/property/pubDate,,1,0.0576773187841,74,1283,74,0.0576773187841,0.054532056005895,0.240161026780158,0.9423226812159,0.52883865939205,1,"{ dbo:Book in c_e and 'first published' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,released in,twogram,,http://dbpedia.org/property/pubDate,,1,0.008573655494934,11,1283,11,0.008573655494934,0.008500772797527,0.092594035957689,0.991426344505066,0.504286827747467,1,"{ dbo:Book in c_e and 'released in' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,Press in,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'Press in' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,novel written,twogram,,http://dbpedia.org/property/pubDate,,1,0.009353078721746,12,1283,12,0.009353078721746,0.009266409266409,0.096711316409952,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and 'novel written' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,young adult,twogram,,http://dbpedia.org/property/pubDate,,1,0.007014809041309,9,1283,9,0.007014809041309,0.006965944272446,0.083754456844454,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and 'young adult' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,a collection,twogram,,http://dbpedia.org/property/pubDate,,1,0.005455962587685,7,1283,7,0.005455962587685,0.005426356589147,0.073864488001239,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and 'a collection' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,published as,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'published as' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,adult novel,twogram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'adult novel' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,Books in,twogram,,http://dbpedia.org/property/pubDate,,1,0.008573655494934,11,1283,11,0.008573655494934,0.008500772797527,0.092594035957689,0.991426344505066,0.504286827747467,1,"{ dbo:Book in c_e and 'Books in' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,by American,twogram,,http://dbpedia.org/property/pubDate,,1,0.007014809041309,9,1283,9,0.007014809041309,0.006965944272446,0.083754456844454,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and 'by American' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book by,twogram,,http://dbpedia.org/property/pubDate,,1,0.012470771628995,16,1283,16,0.012470771628995,0.012317167051578,0.111672609125938,0.987529228371006,0.506235385814497,1,"{ dbo:Book in c_e and 'book by' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book was,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'book was' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,Story of,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'Story of' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book of,twogram,,http://dbpedia.org/property/pubDate,,1,0.005455962587685,7,1283,7,0.005455962587685,0.005426356589147,0.073864488001239,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and 'book of' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,originally published,twogram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'originally published' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,written in,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'written in' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,published in,twogram,,http://dbpedia.org/property/pubDate,,1,0.12626656274357,162,1283,162,0.12626656274357,0.112110726643599,0.355340066335855,0.87373343725643,0.563133281371785,1,"{ dbo:Book in c_e and 'published in' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,The book,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'The book' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,won the,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'won the' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,collection of,twogram,,http://dbpedia.org/property/pubDate,,1,0.005455962587685,7,1283,7,0.005455962587685,0.005426356589147,0.073864488001239,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and 'collection of' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,was first,twogram,,http://dbpedia.org/property/pubDate,,1,0.040530007794232,52,1283,52,0.040530007794232,0.038951310861423,0.201320659134209,0.959469992205768,0.520265003897116,1,"{ dbo:Book in c_e and 'was first' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,published on,twogram,,http://dbpedia.org/property/pubDate,,1,0.024162120031177,31,1283,31,0.024162120031177,0.023592085235921,0.155441693348911,0.975837879968823,0.512081060015589,1,"{ dbo:Book in c_e and 'published on' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,was released,twogram,,http://dbpedia.org/property/pubDate,,1,0.010132501948558,13,1283,13,0.010132501948558,0.010030864197531,0.100660329567104,0.989867498051442,0.505066250974279,1,"{ dbo:Book in c_e and 'was released' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,a young,twogram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'a young' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,novel by,twogram,,http://dbpedia.org/property/pubDate,,1,0.042868277474669,55,1283,55,0.042868277474669,0.041106128550075,0.207046558712452,0.957131722525331,0.521434138737334,1,"{ dbo:Book in c_e and 'novel by' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book written,twogram,,http://dbpedia.org/property/pubDate,,1,0.010132501948558,13,1283,13,0.010132501948558,0.010030864197531,0.100660329567104,0.989867498051442,0.505066250974279,1,"{ dbo:Book in c_e and 'book written' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,by British,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'by British' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,was published,twogram,,http://dbpedia.org/property/pubDate,,1,0.053780202650039,69,1283,69,0.053780202650039,0.05103550295858,0.23190558994996,0.946219797349961,0.526890101325019,1,"{ dbo:Book in c_e and 'was published' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,American author,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'American author' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,American writer,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'American writer' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,novel by,twogram,,http://dbpedia.org/property/pubDate,,1,0.051441932969603,66,1283,66,0.051441932969603,0.048925129725723,0.226808141321255,0.948558067030397,0.525720966484801,1,"{ dbo:Book in c_e and 'novel by' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,science fiction,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'science fiction' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book written,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'book written' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,British author,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'British author' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,young adult,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'young adult' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,novel written,twogram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'novel written' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,by British,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'by British' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,the French,twogram,,http://dbpedia.org/property/pubDate,,1,0.009353078721746,12,1283,12,0.009353078721746,0.009266409266409,0.096711316409952,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and 'the French' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,French writer,twogram,,http://dbpedia.org/property/pubDate,,1,0.009353078721746,12,1283,12,0.009353078721746,0.009266409266409,0.096711316409952,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and 'French writer' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,by American,twogram,,http://dbpedia.org/property/pubDate,,1,0.007014809041309,9,1283,9,0.007014809041309,0.006965944272446,0.083754456844454,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and 'by American' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,non-fiction book,twogram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'non-fiction book' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,the American,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'the American' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,published by,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'published by' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,written by,twogram,,http://dbpedia.org/property/pubDate,,1,0.014809041309431,19,1283,19,0.014809041309431,0.014592933947773,0.12169240448537,0.985190958690569,0.507404520654716,1,"{ dbo:Book in c_e and 'written by' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,fantasy novel,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'fantasy novel' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book by,twogram,,http://dbpedia.org/property/pubDate,,1,0.022603273577553,29,1283,29,0.022603273577553,0.022103658536585,0.150343851146472,0.977396726422447,0.511301636788776,1,"{ dbo:Book in c_e and 'book by' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,children's novel,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'children's novel' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,and published,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'and published' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,book of,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'book of' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,published in,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'published in' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,fiction novel,twogram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'fiction novel' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,is a novel written by,fivegram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'is a novel written by' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,a young adult novel by,fivegram,,http://dbpedia.org/property/pubDate,,1,0.004676539360873,6,1283,6,0.004676539360873,0.004654771140419,0.068385227650955,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and 'a young adult novel by' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,is a young adult novel,fivegram,,http://dbpedia.org/property/pubDate,,1,0.005455962587685,7,1283,7,0.005455962587685,0.005426356589147,0.073864488001239,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and 'is a young adult novel' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,is a book written by,fivegram,,http://dbpedia.org/property/pubDate,,1,0.005455962587685,7,1283,7,0.005455962587685,0.005426356589147,0.073864488001239,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and 'is a book written by' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,novel by the French writer,fivegram,,http://dbpedia.org/property/pubDate,,1,0.007794232268122,10,1283,10,0.007794232268122,0.007733952049497,0.088284949272917,0.992205767731879,0.503897116134061,1,"{ dbo:Book in c_e and 'novel by the French writer' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,by the French writer,fourgram,,http://dbpedia.org/property/pubDate,,1,0.009353078721746,12,1283,12,0.009353078721746,0.009266409266409,0.096711316409952,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and 'by the French writer' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,novel by the French,fourgram,,http://dbpedia.org/property/pubDate,,1,0.007794232268122,10,1283,10,0.007794232268122,0.007733952049497,0.088284949272917,0.992205767731879,0.503897116134061,1,"{ dbo:Book in c_e and 'novel by the French' in l_e(c,p,os) } => { exists o : (e, dbp:pubDate, o) in G }",os
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,is a book written,fourgram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'is a book written' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,was first published in,fourgram,,http://dbpedia.org/property/pubDate,,1,0.026500389711613,34,1283,34,0.026500389711613,0.025816249050873,0.162789402946302,0.973499610288387,0.513250194855807,1,"{ dbo:Book in c_e and 'was first published in' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,was published on November,fourgram,,http://dbpedia.org/property/pubDate,,1,0.003897116134061,5,1283,5,0.003897116134061,0.00388198757764,0.06242688630759,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and 'was published on November' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
http://dbpedia.org/ontology/Book,predict_p_for_s_given_localized_l,is a young adult,fourgram,,http://dbpedia.org/property/pubDate,,1,0.006235385814497,8,1283,8,0.006235385814497,0.006196746707978,0.078964459185746,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and 'is a young adult' in l_e(c,p,so) } => { exists o : (e, dbp:pubDate, o) in G }",so
